url,category
https://news.gatech.edu/news/2019/01/07/flu-vaccine-supply-gaps-can-intensify-flu-seasons-make-pandemics-deadlier,health_and_medicine

https://news.gatech.edu/news/2018/12/13/study-finds-dramatic-growth-numbers-supporting-scientists-research-teams,society_and_culture

https://news.gatech.edu/news/2018/11/16/north-ave-smart-corridor-project-honored,society_and_culture

https://news.gatech.edu/news/2018/11/08/accessible-affordable-and-applicable-future-higher-education,society_and_culture

https://news.gatech.edu/news/2018/11/01/chaouki-abdallah-comes-home-lead-georgia-techs-research-enterprise,society_and_culture

https://news.gatech.edu/news/2018/10/11/stronger-together,society_and_culture

https://news.gatech.edu/news/2018/09/26/georgia-tech-places-34th-world-university-ranking,society_and_culture

https://news.gatech.edu/news/2018/09/25/drones-driverless-cars-and-difficult-decisions,science_and_technology

https://news.gatech.edu/news/2018/09/21/alumna-first-female-zoo-director-lincoln-park-zoo,society_and_culture

https://news.gatech.edu/news/2018/09/18/georgia-tech-georgia-state-university-establish-225m-atlanta-global-studies-center,society_and_culture

https://news.gatech.edu/news/2018/08/10/kosal-space-force-unlikely-improve-us-position-space,society_and_culture

https://news.gatech.edu/news/2018/07/24/andrew-young-receive-ivan-allen-jr-prize-social-courage,society_and_culture

https://news.gatech.edu/news/2018/07/01/renowned-international-poet-named-bourne-poetry-chair-georgia-tech,society_and_culture

https://news.gatech.edu/news/2018/06/26/do-not-get-distracted-georgias-new-cell-phone-law-georgia-tech-professor-urges,society_and_culture

https://news.gatech.edu/news/2018/06/19/georgia-tech-uses-nanotechnology-create-worlds-smallest-ad,society_and_culture

https://news.gatech.edu/news/2018/05/22/why-we-love-han-solo,society_and_culture

https://news.gatech.edu/news/2018/05/14/still-raising-bar-2001-space-odyssey-50-years,science_and_technology

https://news.gatech.edu/news/2018/05/14/letting-cat-out-bag-why-researchers-disclose-results-ahead-publication,science_and_technology

https://news.gatech.edu/news/2018/05/10/dr-isbell-goes-washington-again-discuss-artificial-intelligence,science_and_technology

